query_id,query,gold_passage,hit_at_1,hit_at_5,mrr_score,ndcg_at_10,recall_at_10
12356,what does the canadian flag represent,While some believe the colors on the Canadian flag have no official significance,1,1,1.0,1.0,1.0
12880,how much is a guinea worth now,A guinea was worth £1.1 shilling in the days when £1 comprised 20 shillings. Onc,1,1,1.0,1.0,1.0
10174,"average gas in harrisonburg, va",8 hours ago. $2.05update. There are 31 Regular gas price reports in the past 5 d,1,1,1.0,1.0,1.0
18901,clinical laboratory scientist salary per hour,Hourly. The Medical Clinical Laboratory Technician median salary is $17.90 per h,1,1,1.0,1.0,1.0
11936,what is aboriginal ochre,Aboriginal people throughout Australia have always used ochre for ceremonial bod,1,1,1.0,1.0,1.0
19391,What is the name of the blood vessel layer that contains smooth muscle fibers?,Smooth muscle is found within the walls of blood vessels (such smooth muscle spe,1,1,1.0,1.0,1.0
18077,calcium contain food list,The best way to get more calcium is from your diet. You probably already know th,1,1,1.0,1.0,1.0
11945,what continent is australia,"New Zealand is not part of the continent of Australia, but of the separate, subm",1,1,1.0,1.0,1.0
16325,what is a pea souper,"For the soup made from peas, see Pea soup. Pea souper in Western Sydney, Austral",1,1,1.0,1.0,1.0
18294,kms to. miles,Kilometers to miles (km to mi) and Miles to kilometers (mi to km) Online Convers,1,1,1.0,1.0,1.0
15021,what is an oxalate,Oxalate is a naturally occurring molecule found in abundance in plants and human,1,1,1.0,1.0,1.0
18458,what is the function of mitochondria,The main function of mitochondria is the production of energy during the product,0,1,0.5,0.6309297535714575,1.0
17648,are squirrels smart animals,"While a squirrel isn’t going to pen the next bestseller or ace a calculus class,",1,1,1.0,1.0,1.0
9899,how long to bake chicken legs for,"Baking the Chicken: Preheat the oven to 400°F. Bake the chicken, uncovered, for ",1,1,1.0,1.0,1.0
14302,what is a normal amount of steps per day,"The Program. The goal of taking 10,000 steps in a day is a rough equivalent to t",1,1,1.0,1.0,1.0
17210,what is the chivalry thesis,First 683 words of the document: Assess the value of the chivalry thesis in unde,1,1,1.0,1.0,1.0
12717,how long and what temp to cook ribs in oven,"Broil the ribs for about 5 minutes, until the sugar in the dry rub is bubbling a",1,1,1.0,1.0,1.0
10377,charter colony definition,Charter colony. Charter colony is one of the three classes of colonial governmen,1,1,1.0,1.0,1.0
11015,how is hailstone formed,Hail is precipitation in the form of large balls or lumps of ice. There was a st,1,1,1.0,1.0,1.0
12419,does jupiter have carbon dioxide,Carbon dioxide discovered on distant planet. Gassy signature of habitability spi,1,1,1.0,1.0,1.0
12907,vitamin d in infants side effects,Vitamin D supplements are recommended for some infants—especially those that are,1,1,1.0,1.0,1.0
13213,what problems are faced with introduction of new species in australia,Examples of introduced species. The plants and animals that have been introduced,1,1,1.0,1.0,1.0
11232,how close can you plant poplar trees,Lombardy poplars have dense growth that can be sheared in a hedgelike manner. Lo,1,1,1.0,1.0,1.0
13015,per diem deduction,A per diem allowance is a fixed amount of daily reimbursement your employer give,1,1,1.0,1.0,1.0
14663,financing campaign definition,Campaign finance. Campaign finance refers to all funds raised in order to promot,1,1,1.0,1.0,1.0
9912,what artery supplies dorsal part of hand,"In the distal third of the hand and webspaces, the dorsal metacarpal arteries su",1,1,1.0,1.0,1.0
15456,how long does it take the flu to show symptoms,How long do colds and flu last? Severity of the symptoms and length of the infec,1,1,1.0,1.0,1.0
14450,where is iceland on the world map,the given location map of iceland shows that iceland is located in the far weste,1,1,1.0,1.0,1.0
14222,alternative names for vitamin a,Vitamin A is a fat-soluble vitamin. Two different types of vitamin A are found i,0,1,0.5,0.6309297535714575,1.0
17706,what does iwd stand for in technology,Try using our Site Search Engine to search across Iowa Workforce Development's f,0,0,0.0,0.0,0.0
18335,what is the thailand land like,"Believed by most, the name Thailand actually means the land of Thai (ไทย) people",1,1,1.0,1.0,1.0
17998,does kefir contain calcium,"Kefir contains around 12 milligrams of magnesium per 100 grams, or about 3.5 flu",1,1,1.0,1.0,1.0
12178,how long can a body be refrigerated before burial,The burial can be delayed if the body is refrigerated. When the ground is frozen,1,1,1.0,1.0,1.0
17729,lvac membership cost,5. The Las Vegas Athletic Club is one of the best gyms in town. I have been to a,1,1,1.0,1.0,1.0
18491,who invented the very first washing machine ever,The first washing machine was called as the scrub board and was invented in the ,1,1,1.0,1.0,1.0
12905,bhavana name meaning,"Meaning of Bhavana. Indian name. In Indian, the name Bhavana means-feelings sent",1,1,1.0,1.0,1.0
9923,what general function does the skeletal system perform,"The adult human skeletal system consists of 206 bones, as well as a network of t",1,1,1.0,1.0,1.0
9924,which planets are considered twins,Why is Venus sometimes called Earth's twin? Venus is sometimes called Earth's tw,1,1,1.0,1.0,1.0
17268,what is a hoosier?,Definition of HOOSIER. : a native or resident of Indiana —used as a nickname. — ,1,1,1.0,1.0,1.0
17499,what is referral sales,Referrals are the one lead generation technique where smaller firms have the adv,1,1,1.0,1.0,1.0
16112,what is tympanic membrane,"The tympanic membrane, also called an eardrum, is a thin membrane that separates",1,1,1.0,1.0,1.0
13803,solarcity price per watt,solarcity installed 6600 pv systems in california in 2013 the average solar pane,1,1,1.0,1.0,1.0
18272,optometrist salary usa,Optometrist salary and wage in USA. The average median salary for optometrists w,1,1,1.0,1.0,1.0
12328,how long should silastic to dry in a shower,Bottom Line. Experts such as NaturalHandyman.com recommend allowing fresh silico,1,1,1.0,1.0,1.0
14652,how to prepare to get an ultrasound,"1 Other ultrasound exams, such as of the pelvis, may require a full bladder, so ",1,1,1.0,1.0,1.0
10523,lorazepam dose for sleep,The recommended starting lorazepam dose for anxiety treatment is lorazepam 1 mg ,1,1,1.0,1.0,1.0
9933,types of connective tissue in the heart,Connective tissue (blue) is seen supporting the epithelium (purple). Connective ,1,1,1.0,1.0,1.0
14433,terms used in a will,Common terms used in Wills include the following; • Testator – A person who died,1,1,1.0,1.0,1.0
16506,what is the purpose of the labrador retriever breed,LABRADOR ORIGINS AND TIMELINE The Labrador Retriever is a retriever in the class,1,1,1.0,1.0,1.0
15940,is colombian spanish different,Colombian Spanish (Spanish: espanol español) colombiano is a grouping of the var,1,1,1.0,1.0,1.0
12162,what is plexus for,Plexus Slim is a natural drink that contains a variety of plant extracts. It is ,1,1,1.0,1.0,1.0
12146,Vaccinations for horse cost,Horses are continuely plagued by intestinal parasites and need worming every 2 m,1,1,1.0,1.0,1.0
13203,what colour is charcoal,Charcoal is a color that is a representation of the dark gray color of burned wo,1,1,1.0,1.0,1.0
11931,what are leafy greens good for,List of Dark Green Leafy Vegetables. A bowl of spinach leaves. Photo Credit giul,1,1,1.0,1.0,1.0
11491,what is xdsl,xDSL Technology Overview. DSL is a digital broadband transmission technology tha,1,1,1.0,1.0,1.0
10172,which blood test is for folate,"Overview. Folic acid is the synthetic form of folate or vitamin B9, which is ess",1,1,1.0,1.0,1.0
12908,how many years of school do you need to be a chiropractor,"Chiropractors must be licensed, which requires 4 years of undergraduate educatio",1,1,1.0,1.0,1.0
16810,what does the last name sanchez mean,Sanchez Last name origin & meaning: Spanish (Sanchez): sánchez patronymic from t,0,1,0.5,0.6309297535714575,1.0
18840,who plays which characters in hamilton,"Thomas Jefferson, James Madison, and George Washington are all played by African",1,1,1.0,1.0,1.0
11812,in what type of blood vessels are materials exchanged with the body cells,"Capillaries are where fluids, gasses, nutrients, and wastes are exchanged betwee",0,1,0.5,0.6309297535714575,1.0
11589,what is curry powder,Curry powder is a spice mix of widely varying composition based on South Asian c,1,1,1.0,1.0,1.0
18780,what temperature is medium rare prime rib,1 After 20 minutes turn the oven down to 325 degrees F. and roast until the desi,1,1,1.0,1.0,1.0
11535,the benefits of msm powder,MSM benefits the body by helping to get oxygen into the blood a lot more efficie,0,1,0.3333333333333333,0.5,1.0
19028,when is primrose day,Display caption. The title of this picture refers to the annual commemoration on,1,1,1.0,1.0,1.0
9953,body systems affected by kidney stones,"Kidney stones can block the flow of urine through the kidney, ureters, and/or ur",1,1,1.0,1.0,1.0
17661,what is a neuron?,A neuron (/ˈnjʊərɒn/ NYEWR-on or /ˈnʊərɒn/ NEWR-on; also known as a neurone or n,1,1,1.0,1.0,1.0
10447,conspicuous meaning,Adj. 1. conspicuous-obvious to the eye or mind; a tower conspicuous at a great d,1,1,1.0,1.0,1.0
17529,average pay for a lifeguard,(United States). The average wage for a Lifeguard is $8.90 per hour. Most people,1,1,1.0,1.0,1.0
9957,is basmati rice natural or processed,"This feature is not available right now. Please try again later. Basmati Rice, p",1,1,1.0,1.0,1.0
15952,what is rng tales of,Not all games are as lucky as tales/pokemon is either with having ways to lower ,1,1,1.0,1.0,1.0
11690,when was the first compass invented,The first compass was invented around 247 B.C. in China and by the eleventh cent,1,1,1.0,1.0,1.0
9960,salary for qa manager,Quality Assurance Manager: Potential Salary. According to national salary data o,1,1,1.0,1.0,1.0
13080,cost of marble countertops,1 Slab granite countertops--solid pieces of granite custom cut to the width and ,1,1,1.0,1.0,1.0
17789,when was the smallpox vaccine discovered,The first known cases of smallpox go back to 1350 BC and the disease has been kn,1,1,1.0,1.0,1.0
17496,can metamorphic rock be used to make pottery,By Andrew Alden. Metamorphic rocks are the third great class of rocks. These are,1,1,1.0,1.0,1.0
13392,How to calculate age at conception,"Calculating Conception. Gestational age, or the age of the baby, is calculated f",1,1,1.0,1.0,1.0
13571,most prize money won in tennis,The statistic shows professional tennis players ranked by their career prize mon,1,1,1.0,1.0,1.0
12340,neural layer of retina definition,The retina is a thin layer of tissue that lines the back of the eye on the insid,1,1,1.0,1.0,1.0
19172,what does professional conduct mean,Professional conduct is the field of regulation of members of professional bodie,1,1,1.0,1.0,1.0
11130,how to solve an equation for x in terms of y,"A wording such as an equation in x and y , or solve for x and y , implies that t",1,1,1.0,1.0,1.0
17750,should i take magnesium to gain muscles,Magnesium is another mineral that is important for bone and muscle health. It wo,1,1,1.0,1.0,1.0
18211,weather in moscow in may,"During the summer months, from May till October, Moscow waits for the tourists w",1,1,1.0,1.0,1.0
18866,what it means when your ex says she needs time,"And using the phrase, I just need time to think, may be her way of trying to sof",1,1,1.0,1.0,1.0
16839,average cost to replace shocks and struts,Parts: $155 - $304. The average cost for a strut/shock absorber replacement-fron,1,1,1.0,1.0,1.0
15411,what does oxycontin look like,So oxycodone will look like whatever the brand name pills look like depending on,1,1,1.0,1.0,1.0
13359,How much time is usually needed in vigorous activity to cause depletion of glycogen reserves,"The capacity of your body to store muscle and liver glycogen, however, is limite",1,1,1.0,1.0,1.0
18289,cholera infantum definition,"Definition: —Cholera infantum is an acute infectious disease of infancy, charact",1,1,1.0,1.0,1.0
10939,who wrote the ukrainian anthem,The National anthem of Ukraine is Shche ne vmerla Ukraina which means in English,1,1,1.0,1.0,1.0
12268,types of membranes found in a chloroplasts are called,"The innermost matrix of chloroplasts, called the stroma, contains metabolic enzy",1,1,1.0,1.0,1.0
17316,what is a planarian,A planarian is one of many flatworms of the Turbellaria class. It is also the co,1,1,1.0,1.0,1.0
12021,What is the average price for a dj,"Average DJ Rates. Disc Jockey rates vary based on talent, experience, emcee abil",1,1,1.0,1.0,1.0
14604,what are medium chain plant fats,The fatty acids found in MCTs are called medium-chain fatty acids (MCFAs). Like ,1,1,1.0,1.0,1.0
11878,what is solder paste used for,"Solder paste is a form of solder that is used in PCB assembly, and including pro",1,1,1.0,1.0,1.0
15789,how long do squirrels live,1 Squirrels can live up from 15-20 years in captivity but seldom live longer tha,1,1,1.0,1.0,1.0
11102,what is belching,Belching is the act of expelling air from the stomach through the mouth. It usua,1,1,1.0,1.0,1.0
17330,does a map have to be included in appendix,"If you tables, figures, schemes, and other non-text items in your appendix (or a",1,1,1.0,1.0,1.0
19096,indianapolis cost of asphalt driveway,Asphalt driveways vary significantly in price. The best way to approach cost is ,1,1,1.0,1.0,1.0
16604,who invented the internet,"In 1974, after many failed attempts, a paper published by Vint Cerf and Bob Kahn",1,1,1.0,1.0,1.0
12108,what does parathyroid gland do,"The parathyroid glands are four tiny glands, located in the neck, that control t",1,1,1.0,1.0,1.0
17109,does buckwheat tea have caffeine,"In fact, in Japan, Korea and China where roasted buckwheat kernel tea, or soba-c",1,1,1.0,1.0,1.0
19229,what is a poetry,"Poetry is a form of literature, spoken or written, that emphasizes rhythm, other",1,1,1.0,1.0,1.0
15307,what is controlled test marketing,1 8. 3. Controlled test marketing: A panel of stores carries new product for a ,1,1,1.0,1.0,1.0
12926,what is the power of elite,The Power Elite is a book written by sociologist C. Wright Mills in 1956. In it ,1,1,1.0,1.0,1.0
11190,what are titrations used for,Titration is a laboratory method used to determine the unknown concentration of ,1,1,1.0,1.0,1.0
14209,what is 4th nerve palsy,"A Few Facts About 4th Nerve Palsy. A little known or understood disorder, 4th Ne",1,1,1.0,1.0,1.0
15629,how long can a judge sentence you for armed robbery,Penalties for armed robbery can range anywhere from a minimum sentence of 10 yea,1,1,1.0,1.0,1.0
15294,childhood diseases caused by viruses,"Gastrointestinal Infections. Viruses cause viral gastroenteritis, commonly calle",1,1,1.0,1.0,1.0
16727,how to use filter in angularjs controller,"How to Use a Filter in a Controller in AngularJS. In this post, I am sharing how",1,1,1.0,1.0,1.0
19106,is shawarma lebanese food,FRANCHISE OPPORTUNITIES. Become a Franchisee. Abou Shawarma is a traditional Leb,1,1,1.0,1.0,1.0
12849,what happens when I stop taking provera pill,"With Provera, you are not supposed to start bleeding until after you have taken ",1,1,1.0,1.0,1.0
19578,how long does it take a pregnant woman to digest food,"Best Answer: Alright Joe, fat takes the longest to digest. Sometimes up to 4-6 h",1,1,1.0,1.0,1.0
16912,where is the originals tv show filmed,"This week, The Vampire Diaries spin-off, which is primarily shot in Georgia, is ",1,1,1.0,1.0,1.0
13288,average cost of tiling a shower,Limestone averages at $5 per square foot. Slate wall tile costs $3.78 per square,0,1,0.5,0.6309297535714575,1.0
19371,nj corrections officer salary,It was also noted that corrections officers in the 90th percentile averaged sign,1,1,1.0,1.0,1.0
13814,how to do orthodontic charting,"Just as in any office, Procedures for a patient are entered in the Chart module ",1,1,1.0,1.0,1.0
10579,difference between upstream and downstream oil and gas,3. The downstream oil sector is a term commonly used to refer to the refining of,1,1,1.0,1.0,1.0
17297,what is brand archetype or essence,"As both a face and a function, brand archetypes can reveal how a brand shows up ",1,1,1.0,1.0,1.0
12073,what is a mind muscle connection,The mind to muscle connection is to use your mind to connect with the muscle you,1,1,1.0,1.0,1.0
16554,costco laminate flooring installation cost,The prices are really affordable ($2.42 sq/ft for bamboo and $1.13 sq/ft for lam,0,1,0.5,0.6309297535714575,1.0
19287,how much do footballers get paid,"they would proberbly get paid $ 3,000,000 a year depending how good they are at ",1,1,1.0,1.0,1.0
16089,what are gray wolves predators,"Gray wolves are carnivores. They hunt prey on their own, in packs, steal the pre",1,1,1.0,1.0,1.0
17323,what is a microarray,A microarray is a multiplex lab-on-a-chip. It is a 2D array on a solid substrate,1,1,1.0,1.0,1.0
13595,how much does physical therapist make in a hour,Top-paid physical therapists can make over $53 per hour. You can earn over $53.2,1,1,1.0,1.0,1.0
14555,what are chemical bonds in biology,Hydrogen Bonds-Hydrogen bonds are less of chemical bonds and are more of a stati,0,1,0.5,0.6309297535714575,1.0
15637,how long does an irs audit take,IRS auditors are instructed to close audits within 28 months of the date you fil,1,1,1.0,1.0,1.0
18592,tile cost per square metre,"The cost of tiling varies depending on a number of factors. However, the average",1,1,1.0,1.0,1.0
10204,what kind of name is vikram,"Vikram, also Vickram or Vickrum, is a male name in the Hindu community. The most",1,1,1.0,1.0,1.0
15718,define telecom international gateways,The international Gateway is the exclusive Gateway of all the international voic,1,1,1.0,1.0,1.0
10018,what makes a lava lamp work,This site can help you in that search. Now you apply heat to the bottom of the m,1,1,1.0,1.0,1.0
15807,when was abraham lincoln elected president of the united states,"On November 6, 1860, Lincoln was elected the 16th president of the United States",1,1,1.0,1.0,1.0
17059,what is a pilsner beer,Pilsner. Pilsner styles of beer originate from Bohemia in the Czech Republic. Th,1,1,1.0,1.0,1.0
13415,what causes a posterior tibial tendon tear,What causes posterior tibial tendonitis or tears? Posterior tibial tendon proble,1,1,1.0,1.0,1.0
16675,cost of child obesity,"Childhood obesity comes with an estimated price tag of $19,000 per child when co",1,1,1.0,1.0,1.0
17419,what is tcci indicator,I am currently testing a nice system which uses TCCI and Supertrend indicators. ,1,1,1.0,1.0,1.0
17800,the geckos name from the geico commercials,Confidence votes 21. The Gecko from the Geico commercial is named Martin after T,1,1,1.0,1.0,1.0
18596,is a diamond an igneous rock,Diamonds are found in igneous rock which is brought to the surface of the earth ,1,1,1.0,1.0,1.0
10628,what term is tranquility,Tranquillity (also spelled tranquility) is the quality or state of being tranqui,1,1,1.0,1.0,1.0
10228,what is ibi,1 Intensive Behavioural Intervention (IBI) can help some children with autism. 2,0,1,0.5,0.6309297535714575,1.0
19108,lawyer salary per year,"The average pay for an Attorney / Lawyer is $77,252 per year. Experience has a m",1,1,1.0,1.0,1.0
14508,which cranial nerve carries hearing and equilibrium sensory information to the brain,"The auditory nerve and the vestibular nerve, which carries balance information f",1,1,1.0,1.0,1.0
12718,diotrephes name meaning,"Meaning of Diotrephes. Israeli name. In Israeli, the name Diotrephes means-nouri",1,1,1.0,1.0,1.0
17006,definition of prothrombin gene mutation,PROTHROMBIN GENE MUTATION Prothrombin gene mutation is the second most common ca,1,1,1.0,1.0,1.0
12466,what age children do pediatricians treat,Pediatrics (also spelled paediatrics or paediatrics) pædiatrics is the branch of,1,1,1.0,1.0,1.0
18688,which layer of the earth is made mostly of granite and rocks,FIND OUT MORE. The Earth is covered in a layer of solid rock called the crust. R,1,1,1.0,1.0,1.0
10269,do b.arch students get good placements,"Dear friend, There are lot of universities which are good enough for B.Arch.But ",1,1,1.0,1.0,1.0
18582,what is the meaning of kinnar,"For the social group of Himachal Pradesh, see Kanaura. Not to be confused with K",0,1,0.5,0.6309297535714575,1.0
17616,what does an earthworm eat,Earthworms eat a variety of things. They get most of their nutrition from organi,1,1,1.0,1.0,1.0
11768,what are malware signatures,"A unique string of bits, or the binary pattern, of a virus. The virus signature ",1,1,1.0,1.0,1.0
14861,how much does a vauxhall cam belt fitting cost,Report Abuse. No you cannot get by without a change of belt not unless you wish ,1,1,1.0,1.0,1.0
15132,average salary ophthalmologist,"An average salary for an ophthalmologist according to Medscape ranges from $98,0",1,1,1.0,1.0,1.0
19372,minimum wage law def,The Minimum Wage: An Overview. Minimum wage laws establish a base level of pay t,1,1,1.0,1.0,1.0
17809,new driveway cost,1 A stamped asphalt pattern (typically in the shape of bricks or stones) on a ne,1,1,1.0,1.0,1.0
13067,what is an italian piada,"Piadina [pjaˈdiːna] or Piada [ˈpjaːda] is a thin Italian flatbread, typically pr",1,1,1.0,1.0,1.0
11017,what is pepper,Medical Definition of PEPPER. 1. a: a woody Indian vine of the genus Piper (P. n,1,1,1.0,1.0,1.0
15646,where was horse whisperer filmed,POSTED: 2004-09-10. A portion of the Horse Whisperer was actually filmed at the ,1,1,1.0,1.0,1.0
13428,why was the commission on civil rights created,"The U.S. Commission on Civil Rights is historically a bipartisan, independent co",1,1,1.0,1.0,1.0
13276,how to get mozilla firefox,Download Firefox. You can get it for free at the Mozilla website. The download l,1,1,1.0,1.0,1.0
10048,tablet android how to close application,Use the following steps to force stop an application: 1  Open the Applications t,1,1,1.0,1.0,1.0
15262,skeletal muscle are voluntary what does that mean,Skeletal muscle. The tissue most commonly thought of as muscle is skeletal muscl,1,1,1.0,1.0,1.0
10050,what is a habitat of a wolf,"A wolf can live in many places such as a forest, swampy areas, deserts, artic ar",1,1,1.0,1.0,1.0
11302,can thrush comes through kissing,"While thrush is considered a non-communicable disease, kissing can technically s",1,1,1.0,1.0,1.0
11986,how much should toyota camry struts cost,Camry struts are expensive installedI have a 1995 Toyota Camry and have quotes o,1,1,1.0,1.0,1.0
18156,where was mike huckabee born,"Mini Bio (1). Mike Huckabee was born on August 24, 1955 in Hope, Arkansas, USA a",1,1,1.0,1.0,1.0
11758,how do i stop my iphone from updating,How to disable automatic app updates on your iPhone or iPad. 1  Launch the Setti,1,1,1.0,1.0,1.0
16195,common sites of metastasis of ovarian cancer,1 Metastatic tumors: Only 5% of ovarian cancers have spread from other sites to ,1,1,1.0,1.0,1.0
10977,what is bioarchaeology,10 most extreme places on Earth. The term “bioarchaeology” is used in several di,1,1,1.0,1.0,1.0
14897,how to bake pork,"1 Place pork chops in a medium baking dish, and spread with 1/2 the sauce. 2  Ba",1,1,1.0,1.0,1.0
10058,meaning of name arman,German Meaning: The name Arman is a German baby name. In German the meaning of t,1,1,1.0,1.0,1.0
14415,uae exchange currency rate aed to inr,Welcome to the AED INR history summary. This is the United Arab Emirates Dirham ,1,1,1.0,1.0,1.0
14900,Which are the first organisms to start the process of primary succession?,The organisms that engage in primary succession are known as pioneer species. Ty,1,1,1.0,1.0,1.0
13893,what was the bill of rights meant to protect,The First Amendment is perhaps the most important part of the Bill of Rights. It,1,1,1.0,1.0,1.0
15163,what are the ingredients in goat milk,"Ingredients: Distilled water, fresh goat's milk, apricot kernel, avocado, and ma",1,1,1.0,1.0,1.0
14895,who was betsy ross,"Early Life. Betsy Ross, best known for making the first American flag, was born ",1,1,1.0,1.0,1.0
18496,how long should i keep insurance eobs,1. Keep medical EOBs in a file for one year. As the bills and EOBs for a medical,1,1,1.0,1.0,1.0
17489,precordial leads are what,A precordial lead refers to one of the six standard electrocardiogram (EKG or EC,1,1,1.0,1.0,1.0
17508,typical medigap insurance costs,"The average cost of Medigap Insurance will depend on your age, what state you li",1,1,1.0,1.0,1.0
16697,dosage of tylenol for geriatric,Safe Dosage of Acetaminophen. Acetaminophen is a very safe drug only if it is us,1,1,1.0,1.0,1.0
17336,what does hip do,Back to Hip pain. The hip is a ball-and-socket joint that helps you move your le,1,1,1.0,1.0,1.0
10070,what are the three types of vertebrae,"Cervical. The first seven vertebrae, all in the neck. These are smaller and ligh",0,1,0.5,0.6309297535714575,1.0
12097,what symmetry means,"(3) Symmetry, in the general sense, means the invariance of the structure of a m",1,1,1.0,1.0,1.0
18675,what animals are found in grasslands,"The animals that live in temperate grasslands have adapted to the dry, windy con",1,1,1.0,1.0,1.0
11439,manufacture uses of silicon dioxide,"ANTI CAKING AGENT (SILICON DIOXIDE). We are leading manufacturers, exporters and",1,1,1.0,1.0,1.0
18652,average lifespan for collie,"Caring For The Senior Collie. On average, Collies typically live 10 to 13 years,",1,1,1.0,1.0,1.0
10075,what does algaecide do,Which algaecide will work best for your particular situation depends on the type,1,1,1.0,1.0,1.0
14966,what is lifi,LiFi is a wireless optical networking technology that uses light-emitting diodes,0,1,0.5,0.6309297535714575,1.0
12699,what is a chemical reaction definition,The substance (or substances) initially involved in a chemical reaction are call,1,1,1.0,1.0,1.0
15067,what is normal range for prolactin test,The normal range for prolactin is 4-30 ng/ml in females and 4-23 ng/mL in males.,1,1,1.0,1.0,1.0
16922,cost to obtain private pilots license,A sport pilot license permits a pilot to fly only light sport aircraft during th,1,1,1.0,1.0,1.0
14654,who sang the disco song Take me to a higher place,Let Me Take You Dancing  is a song co-written and recorded by Canadian artist Br,1,1,1.0,1.0,1.0
18264,when was the rabbit first introduced to australia,History. Rabbits were introduced to Australia by the First Fleet and the first f,1,1,1.0,1.0,1.0
15311,how long does it take for giant land snail eggs to hatch,"These eggs are very small, around 5mm in length. Archachatina species on the oth",1,1,1.0,1.0,1.0
10084,what diseases can skin rashes,"1 Skin conditions and rashes. 2  Many skin conditions itch, including eczema (de",1,1,1.0,1.0,1.0
13413,how much ignition switch cost,"1 On average, an ignition switch can range anywhere from $95 to $400. 2  The pri",1,1,1.0,1.0,1.0
10086,pharmacist salary in oregon,"Oregon Pharmacy Technician Salaries – OR. Tweet. Throughout the state of Oregon,",0,1,0.5,0.6309297535714575,1.0
17438,is disorderly conduct a crime,Disorderly conduct is a criminal charge in most jurisdictions in the United Stat,1,1,1.0,1.0,1.0
11916,how long can someone last without food or fluids,"The Importance of Water. Next to oxygen, water is the nutrient most needed for l",1,1,1.0,1.0,1.0
10647,what makes a disease monogenic,A genetic disorder is a genetic problem caused by one or more abnormalities in t,0,1,0.5,0.6309297535714575,1.0
13423,how long does it take for my car title to come in the mail,Figure anywhere from 3 weeks to 8 weeks average. Assuming they even have the tit,1,1,1.0,1.0,1.0
13916,convert nm to ft lbf,The units used to measure torque are in the form of force times length. The metr,1,1,1.0,1.0,1.0
19538,what is pepperoni made from,"Pepperoni, also known as pepperoni sausage, is an American variety of salami, us",1,1,1.0,1.0,1.0
16535,what does rust on furnace mean?,Rust in your furnace is more common than you might think. Rust is the result of ,1,1,1.0,1.0,1.0
10095,who is the director of ncis,Jennifer Jenny Shepard was the Director of NCIS who oversaw the agency from Sept,1,1,1.0,1.0,1.0
13648,what bug bite causes small blisters,Spider bites. 1  Brown recluse spider bites cause a painful bite that later may ,1,1,1.0,1.0,1.0
10491,how long does it take to get checks,Average time. Most background checks can be completed between three days to one ,1,1,1.0,1.0,1.0
10737,how to find calculated t value,t values also known as t statistics calculate the likeliness that a population m,1,1,1.0,1.0,1.0
14112,what chemical reactions do hydrazine block,Hydrazine is a useful building block in organic synthesis of pharmaceuticals and,1,1,1.0,1.0,1.0
11093,is pope francis saying priests should marry?,(RNS) Pope Francis likes to say that he prefers to raise questions rather than i,1,1,1.0,1.0,1.0
13620,what is marrow edema,Get help from a doctor now ›. Marrow edema: means abnormal fluid or swelling in ,1,1,1.0,1.0,1.0
17069,what age do a babies need interaction with other babies,"No. Babies love looking at other babies faces, but they don't interact or play c",1,1,1.0,1.0,1.0
10104,html stop underline button text,"If you do not see it, click the Window menu, then click Character to open it. Cl",1,1,1.0,1.0,1.0
13405,what is a codon,codon. A codon is a sequence of three DNA or RNA nucleotides that corresponds wi,0,1,0.5,0.6309297535714575,1.0
10743,what is interpreter,noun. An interpreter for the deaf at a church service. An interpreter for the de,1,1,1.0,1.0,1.0
19006,is it a good idea to take a speech class online,Speech is a really easy class to take online.....I took it through my local tech,1,1,1.0,1.0,1.0
18754,what does your cerebral cortex control,The cerebral cortex is the largest part of the brain and is the area that is res,1,1,1.0,1.0,1.0
19075,australian superannuation salary sacrifice limits,"1 If you’re under 50 years of age you can contribute up to $30,000 to your super",1,1,1.0,1.0,1.0
10394,salary of a pilot english money,"An Airline Pilot, Copilot, or Flight Engineer earns an average salary of $101,85",1,1,1.0,1.0,1.0
14800,how long does it take to get your refund back,Re: how long does it take to get your refund back if you have it deposit to your,1,1,1.0,1.0,1.0
16908,brennan name meaning,Celtic Meaning: The name Brennan is a Celtic baby name. In Celtic the meaning of,1,1,1.0,1.0,1.0
15414,average weighted gpa for university of maryland,Average GPA: 4.11. The average GPA at University of Maryland is 4.11. This makes,1,1,1.0,1.0,1.0
15505,what is causing school segregation,Segregation is separation of humans into racial groups in daily life. It may app,1,1,1.0,1.0,1.0
17352,average cost to repair cell phone screen,"1 Third, you will need to ask your cell phone provider if you are paying for ins",1,1,1.0,1.0,1.0
18063,what is hydroquinone,What is Hydroquinone Hydroquinone is a skin lightener used in many whitening cre,1,1,1.0,1.0,1.0
19333,is calamari safe during pregnancy,"When you're eating for two, it's essential to choose nutritious foods that suppo",1,1,1.0,1.0,1.0
10843,what pressure is the eye of the hurricane,"Within the eye wall, the wind speed reaches its maximum but within the eye, the ",1,1,1.0,1.0,1.0
14044,who is invertebrate paleontologist,Thus modern invertebrate paleontologists deal largely with fossils of this more ,1,1,1.0,1.0,1.0
17492,what is a scorm package,A SCORM Content Package is a .zip file that contains content formatted in such a,1,1,1.0,1.0,1.0
10587,what county is mckinney tx in,"McKinney is a city in and the county seat of Collin County, Texas, United States",1,1,1.0,1.0,1.0
19209,what is the meaning of herniated,Thoracic Herniated Disc Video. A herniated disc is a condition in which the annu,1,1,1.0,1.0,1.0
14076,how to heal your joints,Here are the top five foods to heal joint pain: 1. Yogurt: This great breakfast ,1,1,1.0,1.0,1.0
